Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,IPA_Morphology_R,IPA_Production_R,IPA_UR,IPA_SR
Jalp-takvna,짧다거나,짤따거나,Jal.da.kv.na,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-takʌna,c*al.t*a.kʌ.na,lp-t,lt*
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tako,c*al.t*a.ko,lp-t,lt*
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tako,c*al.t*a.ko,lp-t,lt*
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tako,c*al.t*a.ko,lp-t,lt*
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tako,c*al.t*a.ko,lp-t,lt*
Jalp-tanxn,짧다는,짤따는,Jal.da.nxn,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tanɨn,c*al.t*a.nɨn,lp-t,lt*
Jalp-tamyvn,짧다면,짤따면,Jal.da.myvn,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tamjʌn,c*al.t*a.mjʌn,lp-t,lt*
Jalp-txn,짧든,짤뜬,Jal.dxn,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tɨn,c*al.t*ɨn,lp-t,lt*
Jalp-canha,짧잖아,짤짜나,Jal.Ja.na,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-canha,c*al.c*a.na,lp-c,lc*
Jalp-canhayo,짧잖아요,짤짜나요,Jal.Ja.na.yo,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-canhajo,c*al.c*a.na.jo,lp-c,lc*
Jalpci,짧지,짤찌,Jal.Ji,lp-t,ld,1,0,,,1,lC+Obstruen,c*alpci,c*al.c*i,lp-t,lt*
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-ciman,c*al.c*i.man,lp-c,lc*
Jalpcimanxn,짧지만은,짤찌마는,Jal.Ji.ma.nxn,lp-t,ld,1,0,,,1,lC+Obstruen,c*alpcimanɨn,c*al.c*i.ma.nɨn,lp-t,lt*
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-ciman,c*al.c*i.man,lp-c,lc*
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-ciman,c*al.c*i.man,lp-c,lc*
Jalp-ke,짧게,짧게,Jalp.ke,lp-k,lpk,0,0,,,0,lC+Obstruen,c*alp-ke,c*alp.ke,lp-k,lpk
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-kenxn,짧게는,짧께는,Jalp.ge.nxn,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-kenɨn,c*alp.k*e.nɨn,lp-k,lpk*
Jalp-kenxn,짧게는,짧께는,Jalp.ge.nxn,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-kenɨn,c*alp.k*e.nɨn,lp-k,lpk*
Jalp-kenxn,짧게는,짧께는,Jalp.ge.nxn,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-kenɨn,c*alp.k*e.nɨn,lp-k,lpk*
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alp.k*o,lp-k,lpk*
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alp.k*o,lp-k,lpk*
Jalp-ko,짧고,짧꼬,Jalp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alp.k*o,lp-k,lpk*
Jalp-tamyvn,짧다면,짧따면,Jalp.da.myvn,lp-t,lpd,0,0,,,1,lC+Obstruen,c*alp-tamjʌn,c*alp.t*a.mjʌn,lp-t,lpt*
Jalp-canha,짧잖아,짧짜나,Jalp.Ja.na,lp-c,lpJ,0,0,,,1,lC+Obstruen,c*alp-canha,c*alp.c*a.na,lp-c,lpc*
Jalp-cin,짧진,짧찐,Jalp.Jin,lp-c,lpJ,0,0,,,1,lC+Obstruen,c*alp-cin,c*alp.c*in,lp-c,lpc*
Jalp-ke,짧게,짭께,Jap.ge,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ke,c*ap.k*e,lp-k,pk*
Jalp-ke,짧게,짭께,Jap.ge,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ke,c*ap.k*e,lp-k,pk*
Jalp-ke,짧게,짭께,Jap.ge,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ke,c*ap.k*e,lp-k,pk*
Jalp-ke,짧게,짭께,Jap.ge,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ke,c*ap.k*e,lp-k,pk*
Jalp-kenama,짧게나마,짭께나마,Jap.ge.na.ma,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-kenama,c*ap.k*e.na.ma,lp-k,pk*
Jalp-ko,짧고,짭꼬,Jap.go,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ko,c*ap.k*o,lp-k,pk*
Jalp-ko,짧고,짭꼬,Jap.go,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-ko,c*ap.k*o,lp-k,pk*
Jalp-kito,짧기도,짭끼도,Jap.gi.to,lp-k,pg,0,1,,,1,lC+Obstruen,c*alp-kito,c*ap.k*i.to,lp-k,pk*
Jalp-cito,짧지도,짭찌도,Jap.Ji.to,lp-c,pJ,0,1,,,1,lC+Obstruen,c*alp-cito,c*ap.c*i.to,lp-c,pc*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭널께,Pok.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌl.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,폭넓께,Pok.nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰok.nʌlp.k*e,lp-k,lpk*
halT-ke,핥게,할께,hal.ge,lT-k,lg,1,0,,,1,lC+Obstruen,haltʰ-ke,hal.k*e,ltʰ-k,lk*
halT-ko,핥고,할꼬,hal.go,lT-k,lg,1,0,,,1,lC+Obstruen,haltʰ-ko,hal.k*o,ltʰ-k,lk*
halT-ko,핥고,할꼬,hal.go,lT-k,lg,1,0,,,1,lC+Obstruen,haltʰ-ko,hal.k*o,ltʰ-k,lk*
hemalk-tvn,해맑던,해말떤,he.mal.dvn,lk-t,ld,1,0,,,1,lC+Obstruen,hemalk-tʌn,he.mal.t*ʌn,lk-t,lt*
hemalk-tako,해맑다고,해맑따고,he.malk.da.ko,lk-t,lkd,0,0,,,1,lC+Obstruen,hemalk-tako,he.malk.t*a.ko,lk-t,lkt*
hulT-ko,훑고,훌코,hul.Ko,lT-k,lK,1,0,,,0,lC+Obstruen,hultʰ-ko,hul.kʰo,ltʰ-k,lkʰ
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
Jalp-ta,짧다,짧따,Jalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,c*alp-ta,c*alp.t*a,lp-t,lpt*
Jalp-talanxn,짧다라는,짤떠라는,Jal.dv.la.nxn,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-talanɨn,c*al.t*ʌ.la.nɨn,lp-t,lt*
kvThalT-kisikxlo,겉핥기식으로,거탈끼시그로,kv.Tal.gi.si.kx.lo,lT-k,lg,1,0,,,1,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌ.tʰal.k*i.si.kɨ.lo,ltʰ-k,lk*
kvThalT-kisikxlo,겉핥기식으로,거탈끼시그로,kv.Tal.gi.si.kx.lo,lT-k,lg,1,0,,,1,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌ.tʰal.k*i.si.kɨ.lo,ltʰ-k,lk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
kvThalT-kilo,겉핥기로,걷탈끼로,kvt.Tal.gi.lo,lT-k,lg,1,0,,,1,lC+Obstruen,kʌtʰhaltʰ-kilo,kʌt.tʰal.k*i.lo,ltʰ-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
Jalp-tvlakoyo,짧더라고요,짤떠라고요,Jal.dv.la.ko.yo,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tʌlakojo,c*al.t*ʌ.la.ko.jo,lp-t,lt*
kvThalT-kisikxlo,겉핥기식으로,걷탈기시그로,kvt.Tal.ki.si.kx.lo,lT-k,lk,1,0,,,0,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌt.tʰal.ki.si.kɨ.lo,ltʰ-k,lk
kulm-ko,굶고,굶꼬,kulm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,kulm-ko,kulm.k*o,lm-k,lmk*
kvThalT-kisikxlo,겉핥기식으로,거탈기시그로,kv.Tal.ki.si.kx.lo,lT-k,lk,1,0,,,0,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌ.tʰal.ki.si.kɨ.lo,ltʰ-k,lk
kvThalT-kisikxlo,겉핥기식으로,거탈끼시그로,kv.Tal.gi.si.kx.lo,lT-k,lg,1,0,,,1,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌ.tʰal.k*i.si.kɨ.lo,ltʰ-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,jalp-ke,jal.k*e,lp-k,lk*
kxlk-canha,긁잖아,글자나,kxl.ca.na,lk-c,lc,1,0,,,0,lC+Obstruen,kɨlk-canha,kɨl.ca.na,lk-c,lc
kxlk-canha,긁잖아,긁짜나,kxlk.Ja.na,lk-c,lkJ,0,0,,,1,lC+Obstruen,kɨlk-canha,kɨlk.c*a.na,lk-c,lkc*
malk-tvlakoyo,맑더라고요,막떠라고요,mak.dv.la.ko.yo,lk-t,kd,0,1,,,1,lC+Obstruen,malk-tʌlakojo,mak.t*ʌ.la.ko.jo,lk-t,kt*
nvlp-ko,넓고,넑꼬,nvlk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlk.k*o,lp-k,lkk*
palp-ko,밟고,박꼬,pak.go,lp-k,kg,0,1,,,1,lC+Obstruen,palp-ko,pak.k*o,lp-k,kk*
nvlp-tan,넓단,넓딴,nvlp.dan,lp-t,lpd,0,0,,,1,lC+Obstruen,nʌlp-tan,nʌlp.t*an,lp-t,lpt*
kulm-ko,굶고,굶꼬,kulm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,kulm-ko,kulm.k*o,lm-k,lmk*
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-ko,palp.k*o,lp-k,lpk*
nvlpkito,넓기도,넑끼도,nvlk.gi.to,lk-g,lkg,0,0,,,1,lC+Obstruen,nʌlpkito,nʌlk.k*i.to,lk-k*,lkk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-tvla,밝더라,발떠라,pal.dv.la,lk-t,ld,1,0,,,1,lC+Obstruen,palk-tʌla,pal.t*ʌ.la,lk-t,lt*
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*o,lp-k,lpk*
kulk-ko,굵고,굵꼬,kulk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,kulk-ko,kulk.k*o,lk-k,lkk*
kulk-ko,굵고,굵꼬,kulk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,kulk-ko,kulk.k*o,lk-k,lkk*
kulk-cikkulkcikhake,굵직굵직하게,굵찍굵찍카게,kulk.Jik.kulk.Jik.Ka.ke,lk-c,lkJ,0,0,,,1,lC+Obstruen,kulk-cikkulkcikhake,kulk.c*ik.kulk.c*ik.kʰa.ke,lk-c,lkc*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
kulm-ko,굶고,굼꾸,kum.gu,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*u,lm-k,mk*
kulm-ko,굶고,굼꾸,kum.gu,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*u,lm-k,mk*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
kulm-konxn,굶고는,굼꾸는,kum.gu.nxn,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-konɨn,kum.k*u.nɨn,lm-k,mk*
kulm-txnci,굶든지,굼뜬지,kum.dxn.ci,lm-t,md,0,1,,,1,lC+Obstruen,kulm-tɨnci,kum.t*ɨn.ci,lm-t,mt*
kulm-ci,굶지,굼찌,kum.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,kulm-ci,kum.c*i,lm-c,mc*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
ilk-ta,읽다,읽따,ilk.da,lk-t,lkd,0,0,,,1,lC+Obstruen,ilk-ta,ilk.t*a,lk-t,lkt*
ilk-ta,읽다,익따,ik.da,lk-t,kd,0,1,,,1,lC+Obstruen,ilk-ta,ik.t*a,lk-t,kt*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
cvlm-tanxn,젊다는,젊따는,cvlm.da.nxn,lm-t,md,0,1,,,1,lC+Obstruen,cʌlm-tanɨn,cʌlm.t*a.nɨn,lm-t,mt*
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,jalp-ke,jal.k*e,lp-k,lk*
palp-ci,밟지,발찌,pal.Ji,lp-c,lJ,1,0,,,1,lC+Obstruen,palp-ci,pal.c*i,lp-c,lc*
ilk-ci,읽지,일찌,il.Ji,lk-c,lJ,1,0,,,1,lC+Obstruen,ilk-ci,il.c*i,lk-c,lc*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
kvThalT-kisikxlo,겉핥기식으로,걷탈끼시그로,kvt.Tal.gi.si.kx.lo,lT-k,lg,1,0,,,0,lC+Obstruen,kʌtʰhaltʰ-kisikɨlo,kʌt.tʰal.k*i.si.kɨ.lo,ltʰ-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ke,palk.k*e,lk-k,lkk*
pulk-ke,붉게,붉께,pulk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,pulk-ke,pulk.k*e,lk-k,lkk*
ilk-ci,읽지,읽찌,ilk.Ji,lk-c,lkJ,0,0,,,1,lC+Obstruen,ilk-ci,ilk.c*i,lk-c,lkc*
nvlp-ci,넓지,넓찌,nvlp.Ji,lp-c,lpJ,0,0,,,1,lC+Obstruen,nʌlp-ci,nʌlp.c*i,lp-c,lpc*
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ke,palk.k*e,lk-k,lkk*
yalp-ke,얇게,얅께,yalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,jalp-ke,jalk.k*e,lp-k,lkk*
Jalp-ta,짧다,짤따,Jal.da,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-ta,c*al.t*a,lp-t,lt*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
Jalp-keto,짧게도,짤께도,Jal.ge.to,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-keto,c*al.k*e.to,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ke,읽게,일께,il.ge,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ke,il.k*e,lk-k,lk*
ilk-ci,읽지,일찌,il.Ji,lk-c,lJ,1,0,,,1,lC+Obstruen,ilk-ci,il.c*i,lk-c,lc*
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ke,palk.k*e,lk-k,lkk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
nvlp-kin,넓긴,넓낀,nvlp.gin,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-kin,nʌlp.k*in,lp-k,lpk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-taka,짧다가,짤따가,Jal.da.ka,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-taka,c*al.t*a.ka,lp-t,lt*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
nvlp-ta,넓다,널따,nvl.da,lp-t,ld,1,0,,,1,lC+Obstruen,nʌlp-ta,nʌl.t*a,lp-t,lt*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
malk-sxpniga,맑습니까,말씀니까,mal.Sxm.ni.ga,lk-s,lS,1,0,,,1,lC+Obstruen,malk-sɨpnik*a,mal.s*ɨm.ni.k*a,lk-s,ls*
nxlk-ko,늙고,늑꾸,nxk.gu,lk-k,kg,0,1,,,1,lC+Obstruen,nɨlk-ko,nɨk.k*u,lk-k,kk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-ko,cʌlm.k*o,lm-k,lmk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
hulT-kito,훑기도,훌끼도,hul.gi.to,lT-k,lg,1,0,,,1,lC+Obstruen,hultʰ-kito,hul.k*i.to,ltʰ-k,lk*
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-kʌna,il.k*ʌ.na,lk-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
talm-ci,닮지,담찌,tam.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,talm-ci,tam.c*i,lm-c,mc*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Poknvlp-ke,폭넓게,퐁넉께,PoN.nvk.ge,lp-k,kg,0,1,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌk.k*e,lp-k,kk*
Poknvlp-ke,폭넓게,퐁넓께,PoN.nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌlp.k*e,lp-k,lpk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Poknvlp-ke,폭넓게,퐁널께,PoN.nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,pʰoknʌlp-ke,pʰoŋ.nʌl.k*e,lp-k,lk*
ilk-kin,읽긴,읽낀,ilk.gin,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-kin,ilk.k*in,lk-k,lkk*
yalp-ke,얇게,얄께,yal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,jalp-ke,jal.k*e,lp-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
cvlm-ko,젊고,젊꼬,cvlm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,cʌlm-ko,cʌlm.k*o,lm-k,lmk*
