Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
,,,pvmna,p-n,,,,,,,,,,611.0,119.0,40.0,559838.0,option_1,법나,1.0,C,nonce,Sonorant,kvp,na,kvpna,,1.0,,,,C+Sonorant
,,,pukda,lk-t,,,,,,,,,,612.0,131.0,63.0,559838.0,option_4,붉다,5.0,lC,high,Obstruent,pulk,ta,pulkta,1.0,,1.0,0.0,,lC+Obstruent
,,,pulkv,lk-v,,,,,,,,,,613.0,30.0,170.0,559838.0,option_1,붉어,5.0,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lC+Vowel
,,,pulkna,lk-n,,,,,,,,,,614.0,20.0,151.0,559838.0,option_2,붉나,5.0,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,pulda,lT-t,,,,,,,,,,615.0,97.0,135.0,559838.0,option_3,붍다,1.0,lC,nonce,Obstruent,pulT,ta,pulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,pulTv,lT-v,,,,,,,,,,616.0,34.0,174.0,559838.0,option_1,붍어,1.0,lC,nonce,Vowel,pulT,v,pulTv,0.0,,0.0,0.0,,lC+Vowel
,,,pulna,lT-n,,,,,,,,,,617.0,92.0,77.0,559838.0,option_4,붍나,1.0,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,bopa,p-a,,,,,,,,,,618.0,98.0,122.0,559838.0,option_1,뽑아,5.0,C,high,Vowel,p*op,a,p*opa,0.0,,,,,C+Vowel
,,,bopta,p-t,,,,,,,,,,619.0,107.0,13.0,559838.0,option_1,뽑다,5.0,C,high,Obstruent,p*op,ta,p*opta,0.0,,,,,C+Obstruent
,,,bomna,p-n,,,,,,,,,,620.0,51.0,164.0,559838.0,option_1,뽑나,5.0,C,high,Sonorant,p*op,na,p*opna,,1.0,,,,C+Sonorant
,,,soka,k-a,,,,,,,,,,621.0,174.0,69.0,559838.0,option_1,속아,5.0,C,low,Vowel,sok,a,soka,0.0,,,,,C+Vowel
,,,sokda,k-t,,,,,,,,,,622.0,59.0,41.0,559838.0,option_2,속다,5.0,C,low,Obstruent,sok,ta,sokta,1.0,,,,,C+Obstruent
,,,soNna,k-n,,,,,,,,,,623.0,72.0,24.0,559838.0,option_1,속나,5.0,C,low,Sonorant,sok,na,sokna,,1.0,,,,C+Sonorant
,,,suNna,lk-n,,,,,,,,,,624.0,173.0,163.0,559838.0,option_1,숡나,1.0,lC,nonce,Sonorant,sulk,na,sulkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,sulda,lk-t,,,,,,,,,,625.0,95.0,71.0,559838.0,option_3,숡다,1.0,lC,nonce,Obstruent,sulk,ta,sulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,sulkv,lk-v,,,,,,,,,,626.0,21.0,176.0,559838.0,option_1,숡어,1.0,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lC+Vowel
,,,sikv,k-v,,,,,,,,,,627.0,112.0,114.0,559838.0,option_1,식어,5.0,C,low,Vowel,sik,v,sikv,0.0,,,,,C+Vowel
,,,sikda,k-t,,,,,,,,,,628.0,123.0,167.0,559838.0,option_2,식다,5.0,C,low,Obstruent,sik,ta,sikta,1.0,,,,,C+Obstruent
,,,siNna,k-n,,,,,,,,,,629.0,109.0,160.0,559838.0,option_1,식나,5.0,C,low,Sonorant,sik,na,sikna,,1.0,,,,C+Sonorant
,,,Svkta,k-t,,,,,,,,,,630.0,80.0,155.0,559838.0,option_1,썩다,5.0,C,high,Obstruent,s*vk,ta,s*vkta,0.0,,,,,C+Obstruent
,,,SvNna,k-n,,,,,,,,,,631.0,53.0,20.0,559838.0,option_1,썩나,5.0,C,high,Sonorant,s*vk,na,s*vkna,,1.0,,,,C+Sonorant
,,,Svkv,k-v,,,,,,,,,,632.0,16.0,37.0,559838.0,option_1,썩어,5.0,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,C+Vowel
,,,Sipv,p-v,,,,,,,,,,633.0,81.0,108.0,559838.0,option_1,씹어,5.0,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,C+Vowel
,,,Simna,p-n,,,,,,,,,,634.0,4.0,117.0,559838.0,option_1,씹나,5.0,C,high,Sonorant,s*ip,na,s*ipna,,1.0,,,,C+Sonorant
,,,Sipda,p-t,,,,,,,,,,635.0,175.0,54.0,559838.0,option_2,씹다,5.0,C,high,Obstruent,s*ip,ta,s*ipta,1.0,,,,,C+Obstruent
,,,alka,lk-a,,,,,,,,,,636.0,75.0,14.0,559838.0,option_1,앍아,1.0,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lC+Vowel
,,,alkna,lk-n,,,,,,,,,,637.0,129.0,70.0,559838.0,option_2,앍나,1.0,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,alkda,lk-t,,,,,,,,,,638.0,164.0,141.0,559838.0,option_2,앍다,1.0,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,0.0,,lC+Obstruent
,,,yalpa,lp-a,,,,,,,,,,639.0,158.0,44.0,559838.0,option_1,얇아,5.0,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lC+Vowel
,,,yapta,lp-t,,,,,,,,,,640.0,153.0,4.0,559838.0,option_6,얇다,5.0,lC,low,Obstruent,yalp,ta,yalpta,0.0,,1.0,0.0,,lC+Obstruent
,,,yamna,lp-n,,,,,,,,,,641.0,150.0,169.0,559838.0,option_1,얇나,5.0,lC,low,Sonorant,yalp,na,yalpna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,yatda,T-t,,,,,,,,,,642.0,132.0,126.0,559838.0,option_2,얕다,5.0,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,C+Obstruent
,,,yaTa,T-a,,,,,,,,,,643.0,27.0,97.0,559838.0,option_1,얕아,5.0,C,low,Vowel,yaT,a,yaTa,0.0,,,,,C+Vowel
,,,yanna,T-n,,,,,,,,,,644.0,162.0,115.0,559838.0,option_1,얕나,5.0,C,low,Sonorant,yaT,na,yaTna,,1.0,,,,C+Sonorant
,,,vNna,lk-n,,,,,,,,,,645.0,83.0,134.0,559838.0,option_1,얽나,4.0,lC,low,Sonorant,vlk,na,vlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,vlkda,lk-t,,,,,,,,,,646.0,3.0,112.0,559838.0,option_2,얽다,4.0,lC,low,Obstruent,vlk,ta,vlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,vlkv,lk-v,,,,,,,,,,647.0,67.0,2.0,559838.0,option_1,얽어,4.0,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lC+Vowel
,,,vmna,p-n,,,,,,,,,,648.0,78.0,132.0,559838.0,option_1,업나,5.0,C,low,Sonorant,vp,na,vpna,,1.0,,,,C+Sonorant
,,,vpta,p-t,,,,,,,,,,649.0,54.0,5.0,559838.0,option_1,업다,5.0,C,low,Obstruent,vp,ta,vpta,0.0,,,,,C+Obstruent
,,,vpv,p-v,,,,,,,,,,650.0,52.0,138.0,559838.0,option_1,업어,5.0,C,low,Vowel,vp,v,vpv,0.0,,,,,C+Vowel
,,,vPv,P-v,,,,,,,,,,651.0,111.0,9.0,559838.0,option_1,엎어,5.0,C,low,Vowel,vP,v,vPv,0.0,,,,,C+Vowel
,,,vpda,P-t,,,,,,,,,,652.0,73.0,173.0,559838.0,option_2,엎다,5.0,C,low,Obstruent,vP,ta,vPta,1.0,,,,,C+Obstruent
,,,vmna,P-n,,,,,,,,,,653.0,14.0,107.0,559838.0,option_1,엎나,5.0,C,low,Sonorant,vP,na,vPna,,1.0,,,,C+Sonorant
,,,jvlpv,lp-v,,,,,,,,,,654.0,115.0,131.0,559838.0,option_1,엷어,5.0,lC,low,Vowel,yvlp,v,yvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,jvmna,lp-n,,,,,,,,,,655.0,42.0,153.0,559838.0,option_1,엷나,5.0,lC,low,Sonorant,yvlp,na,yvlpna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,jvlpda,lp-t,,,,,,,,,,656.0,65.0,38.0,559838.0,option_2,엷다,5.0,lC,low,Obstruent,yvlp,ta,yvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,jvTv,T-v,,,,,,,,,,657.0,124.0,19.0,559838.0,option_1,옅어,5.0,C,low,Vowel,yvT,v,yvTv,0.0,,,,,C+Vowel
,,,jvtda,T-t,,,,,,,,,,658.0,38.0,3.0,559838.0,option_2,옅다,5.0,C,low,Obstruent,yvT,ta,yvTta,1.0,,,,,C+Obstruent
,,,jvnna,T-n,,,,,,,,,,659.0,84.0,84.0,559838.0,option_1,옅나,5.0,C,low,Sonorant,yvT,na,yvTna,,1.0,,,,C+Sonorant
,,,upv,p-v,,,,,,,,,,660.0,116.0,147.0,559838.0,option_1,웁어,1.0,C,nonce,Vowel,up,v,upv,0.0,,,,,C+Vowel
,,,upda,p-t,,,,,,,,,,661.0,171.0,177.0,559838.0,option_2,웁다,1.0,C,nonce,Obstruent,up,ta,upta,1.0,,,,,C+Obstruent
,,,umna,p-n,,,,,,,,,,662.0,180.0,72.0,559838.0,option_1,웁나,1.0,C,nonce,Sonorant,up,na,upna,,1.0,,,,C+Sonorant
,,,xlPv,lP-v,,,,,,,,,,663.0,165.0,121.0,559838.0,option_1,읊어,5.0,lC,low,Vowel,xlP,v,xlPv,0.0,,0.0,0.0,,lC+Vowel
,,,xmna,lP-n,,,,,,,,,,664.0,39.0,109.0,559838.0,option_1,읊나,5.0,lC,low,Sonorant,xlP,na,xlPna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,ikda,k-t,,,,,,,,,,665.0,66.0,105.0,559838.0,option_2,익다,5.0,C,low,Obstruent,ik,ta,ikta,1.0,,,,,C+Obstruent
,,,iNna,k-n,,,,,,,,,,666.0,140.0,78.0,559838.0,option_1,익나,5.0,C,low,Sonorant,ik,na,ikna,,1.0,,,,C+Sonorant
,,,ikv,k-v,,,,,,,,,,667.0,35.0,102.0,559838.0,option_1,익어,5.0,C,low,Vowel,ik,v,ikv,0.0,,,,,C+Vowel
,,,ilkv,lk-v,,,,,,,,,,668.0,82.0,31.0,559838.0,option_1,읽어,5.0,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lC+Vowel
,,,iNna,lk-n,,,,,,,,,,669.0,108.0,28.0,559838.0,option_1,읽나,5.0,lC,high,Sonorant,ilk,na,ilkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,ikda,lk-t,,,,,,,,,,670.0,137.0,101.0,559838.0,option_4,읽다,5.0,lC,high,Obstruent,ilk,ta,ilkta,1.0,,1.0,0.0,,lC+Obstruent
,,,ipv,p-v,,,,,,,,,,671.0,15.0,89.0,559838.0,option_1,입어,5.0,C,high,Vowel,ip,v,ipv,0.0,,,,,C+Vowel
,,,imna,p-n,,,,,,,,,,672.0,154.0,120.0,559838.0,option_1,입나,5.0,C,high,Sonorant,ip,na,ipna,,1.0,,,,C+Sonorant
,,,ipda,p-t,,,,,,,,,,673.0,18.0,111.0,559838.0,option_2,입다,5.0,C,high,Obstruent,ip,ta,ipta,1.0,,,,,C+Obstruent
,,,cakda,k-t,,,,,,,,,,674.0,104.0,61.0,559838.0,option_2,작다,5.0,C,high,Obstruent,cak,ta,cakta,1.0,,,,,C+Obstruent
,,,caNna,k-n,,,,,,,,,,675.0,63.0,110.0,559838.0,option_1,작나,5.0,C,high,Sonorant,cak,na,cakna,,1.0,,,,C+Sonorant
,,,caka,k-a,,,,,,,,,,676.0,101.0,81.0,559838.0,option_1,작아,5.0,C,high,Vowel,cak,a,caka,0.0,,,,,C+Vowel
,,,cvNna,k-n,,,,,,,,,,677.0,90.0,119.0,559838.0,option_1,적나,5.0,C,high,Sonorant,cvk,na,cvkna,,1.0,,,,C+Sonorant
,,,cvkta,k-t,,,,,,,,,,678.0,178.0,93.0,559838.0,option_1,적다,5.0,C,high,Obstruent,cvk,ta,cvkta,0.0,,,,,C+Obstruent
,,,cvkv,k-v,,,,,,,,,,679.0,57.0,90.0,559838.0,option_1,적어,5.0,C,high,Vowel,cvk,v,cvkv,0.0,,,,,C+Vowel
,,,cvpv,p-v,,,,,,,,,,680.0,161.0,65.0,559838.0,option_1,접어,5.0,C,high,Vowel,cvp,v,cvpv,0.0,,,,,C+Vowel
,,,cvpta,p-t,,,,,,,,,,681.0,5.0,15.0,559838.0,option_1,접다,5.0,C,high,Obstruent,cvp,ta,cvpta,0.0,,,,,C+Obstruent
,,,cvmna,p-n,,,,,,,,,,682.0,120.0,21.0,559838.0,option_1,접나,5.0,C,high,Sonorant,cvp,na,cvpna,,1.0,,,,C+Sonorant
,,,ciNna,k-n,,,,,,,,,,683.0,23.0,172.0,559838.0,option_1,직나,5.0,C,nonce,Sonorant,cik,na,cikna,,1.0,,,,C+Sonorant
,,,cikda,k-t,,,,,,,,,,684.0,46.0,123.0,559838.0,option_2,직다,5.0,C,nonce,Obstruent,cik,ta,cikta,1.0,,,,,C+Obstruent
,,,cikv,k-v,,,,,,,,,,685.0,149.0,127.0,559838.0,option_1,직어,5.0,C,nonce,Vowel,cik,v,cikv,0.0,,,,,C+Vowel
,,,cilkta,lk-t,,,,,,,,,,686.0,127.0,128.0,559838.0,option_1,짉다,1.0,lC,nonce,Obstruent,cilk,ta,cilkta,0.0,,0.0,0.0,,lC+Obstruent
,,,ciNna,lk-n,,,,,,,,,,687.0,33.0,17.0,559838.0,option_1,짉나,1.0,lC,nonce,Sonorant,cilk,na,cilkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,cilkv,lk-v,,,,,,,,,,688.0,56.0,60.0,559838.0,option_1,짉어,1.0,lC,nonce,Vowel,cilk,v,cilkv,0.0,,0.0,0.0,,lC+Vowel
,,,cipv,p-v,,,,,,,,,,689.0,167.0,47.0,559838.0,option_1,집어,5.0,C,high,Vowel,cip,v,cipv,0.0,,,,,C+Vowel
,,,cimna,p-n,,,,,,,,,,690.0,166.0,46.0,559838.0,option_1,집나,5.0,C,high,Sonorant,cip,na,cipna,,1.0,,,,C+Sonorant
,,,cipda,p-t,,,,,,,,,,691.0,10.0,94.0,559838.0,option_2,집다,5.0,C,high,Obstruent,cip,ta,cipta,1.0,,,,,C+Obstruent
,,,Jalda,lp-t,,,,,,,,,,692.0,176.0,113.0,559838.0,option_3,짧다,5.0,lC,high,Obstruent,Jalp,ta,Jalpta,1.0,,0.0,1.0,,lC+Obstruent
,,,Jalpa,lp-a,,,,,,,,,,693.0,136.0,145.0,559838.0,option_1,짧아,5.0,lC,high,Vowel,Jalp,a,Jalpa,0.0,,0.0,0.0,,lC+Vowel
,,,Jamna,lp-n,,,,,,,,,,694.0,94.0,99.0,559838.0,option_1,짧나,5.0,lC,high,Sonorant,Jalp,na,Jalpna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,JiNna,k-n,,,,,,,,,,695.0,145.0,57.0,559838.0,option_1,찍나,5.0,C,low,Sonorant,Jik,na,Jikna,,1.0,,,,C+Sonorant
,,,Jikv,k-v,,,,,,,,,,696.0,7.0,66.0,559838.0,option_1,찍어,5.0,C,low,Vowel,Jik,v,Jikv,0.0,,,,,C+Vowel
,,,Jikda,k-t,,,,,,,,,,697.0,100.0,104.0,559838.0,option_2,찍다,5.0,C,low,Obstruent,Jik,ta,Jikta,1.0,,,,,C+Obstruent
,,,CaNna,k-n,,,,,,,,,,698.0,43.0,56.0,559838.0,option_1,착나,1.0,C,nonce,Sonorant,Cak,na,Cakna,,1.0,,,,C+Sonorant
,,,Cakda,k-t,,,,,,,,,,699.0,9.0,12.0,559838.0,option_2,착다,1.0,C,nonce,Obstruent,Cak,ta,Cakta,1.0,,,,,C+Obstruent
,,,Caka,k-a,,,,,,,,,,700.0,156.0,10.0,559838.0,option_1,착아,1.0,C,nonce,Vowel,Cak,a,Caka,0.0,,,,,C+Vowel
,,,Topa,p-a,,,,,,,,,,701.0,40.0,50.0,559838.0,option_1,톱아,2.0,C,nonce,Vowel,Top,a,Topa,0.0,,,,,C+Vowel
,,,Topta,p-t,,,,,,,,,,702.0,110.0,152.0,559838.0,option_1,톱다,2.0,C,nonce,Obstruent,Top,ta,Topta,0.0,,,,,C+Obstruent
,,,Tomna,p-n,,,,,,,,,,703.0,177.0,11.0,559838.0,option_1,톱나,2.0,C,nonce,Sonorant,Top,na,Topna,,1.0,,,,C+Sonorant
,,,halna,lT-n,,,,,,,,,,704.0,47.0,87.0,559838.0,option_4,핥나,5.0,lC,low,Sonorant,halT,na,halTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,halda,lT-t,,,,,,,,,,705.0,79.0,96.0,559838.0,option_3,핥다,5.0,lC,low,Obstruent,halT,ta,halTta,1.0,,0.0,1.0,,lC+Obstruent
,,,halTa,lT-a,,,,,,,,,,706.0,148.0,156.0,559838.0,option_1,핥아,5.0,lC,low,Vowel,halT,a,halTa,0.0,,0.0,0.0,,lC+Vowel
,,,hulna,lT-n,,,,,,,,,,707.0,25.0,125.0,559838.0,option_4,훑나,5.0,lC,low,Sonorant,hulT,na,hulTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,hulda,lT-t,,,,,,,,,,708.0,24.0,55.0,559838.0,option_3,훑다,5.0,lC,low,Obstruent,hulT,ta,hulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,hulTv,lT-v,,,,,,,,,,709.0,114.0,85.0,559838.0,option_1,훑어,5.0,lC,low,Vowel,hulT,v,hulTv,0.0,,0.0,0.0,,lC+Vowel
,,,kalkna,lk-n,,,,,,,,,,710.0,24.0,59.0,563118.0,option_2,갉나,5.0,lC,low,Sonorant,kalk,na,kalkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,kalka,lk-a,,,,,,,,,,711.0,116.0,40.0,563118.0,option_1,갉아,5.0,lC,low,Vowel,kalk,a,kalka,0.0,,0.0,0.0,,lC+Vowel
,,,kalda,lk-t,,,,,,,,,,712.0,76.0,35.0,563118.0,option_3,갉다,5.0,lC,low,Obstruent,kalk,ta,kalkta,1.0,,0.0,1.0,,lC+Obstruent
,,,kvpda,P-t,,,,,,,,,,713.0,35.0,80.0,563118.0,option_2,겊다,1.0,C,nonce,Obstruent,kvP,ta,kvPta,1.0,,,,,C+Obstruent
,,,kvmna,P-n,,,,,,,,,,714.0,42.0,43.0,563118.0,option_1,겊나,1.0,C,nonce,Sonorant,kvP,na,kvPna,,1.0,,,,C+Sonorant
,,,kvPv,P-v,,,,,,,,,,715.0,39.0,19.0,563118.0,option_1,겊어,1.0,C,nonce,Vowel,kvP,v,kvPv,0.0,,,,,C+Vowel
,,,kyvpna,lp-n,,,,,,,,,,716.0,162.0,143.0,563118.0,option_3,겳나,1.0,lC,nonce,Sonorant,kjvlp,na,kjvlpna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,kyvpda,lp-t,,,,,,,,,,717.0,25.0,115.0,563118.0,option_4,겳다,1.0,lC,nonce,Obstruent,kjvlp,ta,kjvlpta,1.0,,1.0,0.0,,lC+Obstruent
,,,kyvlpv,lp-v,,,,,,,,,,718.0,131.0,78.0,563118.0,option_1,겳어,1.0,lC,nonce,Vowel,kjvlp,v,kjvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,kuNna,lk-n,,,,,,,,,,719.0,5.0,97.0,563118.0,option_1,굵나,5.0,lC,high,Sonorant,kulk,na,kulkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kulkv,lk-v,,,,,,,,,,720.0,96.0,180.0,563118.0,option_1,굵어,5.0,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lC+Vowel
,,,kulda,lk-t,,,,,,,,,,721.0,47.0,20.0,563118.0,option_3,굵다,5.0,lC,high,Obstruent,kulk,ta,kulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,kxlkda,lk-t,,,,,,,,,,722.0,166.0,170.0,563118.0,option_2,긁다,5.0,lC,low,Obstruent,kxlk,ta,kxlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,kxlkv,lk-v,,,,,,,,,,723.0,56.0,38.0,563118.0,option_1,긁어,5.0,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxNna,lk-n,,,,,,,,,,724.0,79.0,178.0,563118.0,option_1,긁나,5.0,lC,low,Sonorant,kxlk,na,kxlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kxlPv,lP-v,,,,,,,,,,725.0,118.0,169.0,563118.0,option_1,긆어,1.0,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lC+Vowel
,,,kxlmna,lP-n,,,,,,,,,,726.0,117.0,49.0,563118.0,option_6,긆나,1.0,lC,nonce,Sonorant,kxlP,na,kxlPna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,kxlPta,lP-t,,,,,,,,,,727.0,53.0,146.0,563118.0,option_1,긆다,1.0,lC,nonce,Obstruent,kxlP,ta,kxlPta,0.0,,0.0,0.0,,lC+Obstruent
,,,nalkna,lk-n,,,,,,,,,,728.0,68.0,114.0,563118.0,option_2,낡나,5.0,lC,high,Sonorant,nalk,na,nalkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nalka,lk-a,,,,,,,,,,729.0,125.0,171.0,563118.0,option_1,낡아,5.0,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lC+Vowel
,,,nalda,lk-t,,,,,,,,,,730.0,93.0,126.0,563118.0,option_3,낡다,5.0,lC,high,Obstruent,nalk,ta,nalkta,1.0,,0.0,1.0,,lC+Obstruent
,,,nalmna,lp-n,,,,,,,,,,731.0,51.0,61.0,563118.0,option_6,낣나,1.0,lC,nonce,Sonorant,nalp,na,nalpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,nalpa,lp-a,,,,,,,,,,732.0,57.0,46.0,563118.0,option_1,낣아,1.0,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lC+Vowel
,,,nalpda,lp-t,,,,,,,,,,733.0,113.0,16.0,563118.0,option_2,낣다,1.0,lC,nonce,Obstruent,nalp,ta,nalpta,1.0,,0.0,0.0,,lC+Obstruent
,,,nenna,T-n,,,,,,,,,,734.0,88.0,95.0,563118.0,option_1,냍나,1.0,C,nonce,Sonorant,neT,na,neTna,,1.0,,,,C+Sonorant
,,,neTv,T-v,,,,,,,,,,735.0,104.0,161.0,563118.0,option_1,냍어,1.0,C,nonce,Vowel,neT,v,neTv,0.0,,,,,C+Vowel
,,,netda,T-t,,,,,,,,,,736.0,146.0,160.0,563118.0,option_2,냍다,1.0,C,nonce,Obstruent,neT,ta,neTta,1.0,,,,,C+Obstruent
,,,nvlpna,lp-n,,,,,,,,,,737.0,28.0,84.0,563118.0,option_2,넓나,5.0,lC,high,Sonorant,nvlp,na,nvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nvlpv,lp-v,,,,,,,,,,738.0,136.0,120.0,563118.0,option_1,넓어,5.0,lC,high,Vowel,nvlp,v,nvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,nvlpda,lp-t,,,,,,,,,,739.0,10.0,123.0,563118.0,option_2,넓다,5.0,lC,high,Obstruent,nvlp,ta,nvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,nuNna,k-n,,,,,,,,,,740.0,73.0,36.0,563118.0,option_1,눅나,1.0,C,nonce,Sonorant,nuk,na,nukna,,1.0,,,,C+Sonorant
,,,nukv,k-v,,,,,,,,,,741.0,156.0,44.0,563118.0,option_1,눅어,1.0,C,nonce,Vowel,nuk,v,nukv,0.0,,,,,C+Vowel
,,,nukda,k-t,,,,,,,,,,742.0,85.0,167.0,563118.0,option_2,눅다,1.0,C,nonce,Obstruent,nuk,ta,nukta,1.0,,,,,C+Obstruent
,,,nxNna,lk-n,,,,,,,,,,743.0,150.0,112.0,563118.0,option_1,늙나,5.0,lC,high,Sonorant,nxlk,na,nxlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,nxlkv,lk-v,,,,,,,,,,744.0,129.0,37.0,563118.0,option_1,늙어,5.0,lC,high,Vowel,nxlk,v,nxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,nxlda,lk-t,,,,,,,,,,745.0,139.0,51.0,563118.0,option_3,늙다,5.0,lC,high,Obstruent,nxlk,ta,nxlkta,1.0,,0.0,1.0,,lC+Obstruent
,,,tvlpna,lp-n,,,,,,,,,,746.0,4.0,91.0,563118.0,option_2,덟나,1.0,lC,nonce,Sonorant,tvlp,na,tvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,tvlpda,lp-t,,,,,,,,,,747.0,69.0,154.0,563118.0,option_2,덟다,1.0,lC,nonce,Obstruent,tvlp,ta,tvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,tvlpv,lp-v,,,,,,,,,,748.0,100.0,9.0,563118.0,option_1,덟어,1.0,lC,nonce,Vowel,tvlp,v,tvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,toNna,k-n,,,,,,,,,,749.0,160.0,64.0,563118.0,option_1,독나,1.0,C,nonce,Sonorant,tok,na,tokna,,1.0,,,,C+Sonorant
,,,tokda,k-t,,,,,,,,,,750.0,61.0,17.0,563118.0,option_2,독다,1.0,C,nonce,Obstruent,tok,ta,tokta,1.0,,,,,C+Obstruent
,,,toka,k-a,,,,,,,,,,751.0,171.0,68.0,563118.0,option_1,독아,1.0,C,nonce,Vowel,tok,a,toka,0.0,,,,,C+Vowel
,,,tumna,p-n,,,,,,,,,,752.0,180.0,29.0,563118.0,option_1,둡나,1.0,C,nonce,Sonorant,tup,na,tupna,,1.0,,,,C+Sonorant
,,,tupv,p-v,,,,,,,,,,753.0,64.0,32.0,563118.0,option_1,둡어,1.0,C,nonce,Vowel,tup,v,tupv,0.0,,,,,C+Vowel
,,,tupda,p-t,,,,,,,,,,754.0,40.0,142.0,563118.0,option_2,둡다,1.0,C,nonce,Obstruent,tup,ta,tupta,1.0,,,,,C+Obstruent
,,,txlkda,lk-t,,,,,,,,,,755.0,3.0,136.0,563118.0,option_2,듥다,1.0,lC,nonce,Obstruent,txlk,ta,txlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,txNna,lk-n,,,,,,,,,,756.0,124.0,73.0,563118.0,option_1,듥나,1.0,lC,nonce,Sonorant,txlk,na,txlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,txlkv,lk-v,,,,,,,,,,757.0,87.0,162.0,563118.0,option_1,듥어,1.0,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lC+Vowel
,,,dvlpv,lp-v,,,,,,,,,,758.0,14.0,131.0,563118.0,option_1,떫어,5.0,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,dvlpda,lp-t,,,,,,,,,,759.0,70.0,50.0,563118.0,option_2,떫다,5.0,lC,low,Obstruent,dvlp,ta,dvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,dvlmna,lp-n,,,,,,,,,,760.0,99.0,159.0,563118.0,option_6,떫나,5.0,lC,low,Sonorant,dvlp,na,dvlpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,maka,k-a,,,,,,,,,,761.0,164.0,147.0,563118.0,option_1,막아,5.0,C,high,Vowel,mak,a,maka,0.0,,,,,C+Vowel
