...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,UR,JunctureType,Production_R,predicted
1412,47,27,581952,option_1,찍어,5,C,low,Vowel,Jik,v,Jikv,0.0,,,,,k-v,C+Vowel,Jikv,Jikv
1413,162,26,581952,option_1,착아,1,C,nonce,Vowel,Cak,a,Caka,0.0,,,,,k-a,C+Vowel,Caka,Caka
1414,2,121,581952,option_2,착다,1,C,nonce,Obstruent,Cak,ta,Cakta,1.0,,,,,k-t,C+Obstruent,Cakda,Cakda
1415,180,72,581952,option_1,착나,1,C,nonce,Sonorant,Cak,na,Cakna,,1.0,,,,k-n,C+Sonorant,CaNna,Cakna
1416,118,17,581952,option_1,톱아,1,C,nonce,Vowel,Top,a,Topa,0.0,,,,,p-a,C+Vowel,Topa,topa
1417,49,30,581952,option_2,톱다,1,C,nonce,Obstruent,Top,ta,Topta,1.0,,,,,p-t,C+Obstruent,Topda,topda
1418,45,16,581952,option_1,톱나,1,C,nonce,Sonorant,Top,na,Topna,,1.0,,,,p-n,C+Sonorant,Tomna,topna
1419,128,179,581952,option_1,핥아,5,lC,low,Vowel,halT,a,halTa,0.0,,0.0,0.0,,lT-a,lC+Vowel,halTa,halga
1420,143,125,581952,option_3,핥다,5,lC,low,Obstruent,halT,ta,halTta,1.0,,0.0,1.0,,lT-t,lC+Obstruent,halda,halda
1421,30,95,581952,option_4,핥나,5,lC,low,Sonorant,halT,na,halTna,,0.0,0.0,1.0,0.0,lT-n,lC+Sonorant,halna,halpna
1422,127,44,581952,option_4,훑나,5,lC,low,Sonorant,hulT,na,hulTna,,0.0,0.0,1.0,0.0,lT-n,lC+Sonorant,hulna,hulpna
1423,165,144,581952,option_1,훑어,5,lC,low,Vowel,hulT,v,hulTv,0.0,,0.0,0.0,,lT-v,lC+Vowel,hulTv,hulkv
1424,38,56,581952,option_3,훑다,5,lC,low,Obstruent,hulT,ta,hulTta,1.0,,0.0,1.0,,lT-t,lC+Obstruent,hulda,hulda
1425,71,85,585660,option_1,갉다,5,lC,low,Obstruent,kalk,ta,kalkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,kalkta,kalda
1426,67,169,585660,option_2,갉나,5,lC,low,Sonorant,kalk,na,kalkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,kalkna,kalna
1427,160,153,585660,option_1,갉아,5,lC,low,Vowel,kalk,a,kalka,0.0,,0.0,0.0,,lk-a,lC+Vowel,kalka,kalga
1428,91,93,585660,option_2,겊다,3,C,nonce,Obstruent,kvP,ta,kvPta,1.0,,,,,P-t,C+Obstruent,kvpda,kvpda
1429,157,159,585660,option_1,겊어,3,C,nonce,Vowel,kvP,v,kvPv,0.0,,,,,P-v,C+Vowel,kvPv,kvpdv
1430,152,81,585660,option_1,겊나,3,C,nonce,Sonorant,kvP,na,kvPna,,1.0,,,,P-n,C+Sonorant,kvmna,kvpna
1431,131,52,585660,option_2,겳나,2,lC,nonce,Sonorant,kjvlp,na,kjvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,kyvlpna,kvlpna
1432,97,142,585660,option_1,겳어,2,lC,nonce,Vowel,kjvlp,v,kjvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,kyvlpv,kilvpv
1433,113,70,585660,option_6,겳다,2,lC,nonce,Obstruent,kjvlp,ta,kjvlpta,0.0,,1.0,0.0,,lp-t,lC+Obstruent,kyvpta,kilvpda
1434,47,63,585660,option_2,굵나,5,lC,high,Sonorant,kulk,na,kulkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,kulkna,kulna
1435,89,20,585660,option_1,굵다,5,lC,high,Obstruent,kulk,ta,kulkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,kulkta,kulda
1436,61,152,585660,option_1,굵어,5,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,kulkv,kulkv
1437,56,21,585660,option_2,긁다,5,lC,low,Obstruent,kxlk,ta,kxlkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,kxlkda,kxlda
1438,85,30,585660,option_1,긁어,5,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,kxlkv,kxlkv
1439,117,24,585660,option_2,긁나,5,lC,low,Sonorant,kxlk,na,kxlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,kxlkna,kxNna
1440,93,157,585660,option_2,긆다,2,lC,nonce,Obstruent,kxlP,ta,kxlPta,1.0,,0.0,0.0,,lP-t,lC+Obstruent,kxlPda,kxlda
1441,4,2,585660,option_1,긆어,2,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lP-v,lC+Vowel,kxlPv,kxlpv
1442,18,84,585660,option_6,긆나,2,lC,nonce,Sonorant,kxlP,na,kxlPna,,1.0,0.0,0.0,0.0,lP-n,lC+Sonorant,kxlmna,kxlpna
1443,104,8,585660,option_2,낡나,5,lC,high,Sonorant,nalk,na,nalkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,nalkna,nalnka
1444,65,97,585660,option_1,낡아,5,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lk-a,lC+Vowel,nalka,nalga
1445,69,99,585660,option_1,낡다,5,lC,high,Obstruent,nalk,ta,nalkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,nalkta,nalda
1446,108,135,585660,option_1,낣다,3,lC,nonce,Obstruent,nalp,ta,nalpta,0.0,,0.0,0.0,,lp-t,lC+Obstruent,nalpta,nalda
1447,123,180,585660,option_1,낣아,3,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,nalpa,nalpa
1448,147,23,585660,option_2,낣나,3,lC,nonce,Sonorant,nalp,na,nalpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,nalpna,nalpna
1449,6,102,585660,option_1,냍다,4,C,nonce,Obstruent,neT,ta,neTta,0.0,,,,,T-t,C+Obstruent,netta,netda
1450,75,67,585660,option_2,냍나,4,C,nonce,Sonorant,neT,na,neTna,,0.0,,,,T-n,C+Sonorant,neTna,netda
1451,133,76,585660,option_1,냍어,4,C,nonce,Vowel,neT,v,neTv,0.0,,,,,T-v,C+Vowel,neTv,netgv
1452,46,138,585660,option_1,넓어,5,lC,high,Vowel,nvlp,v,nvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,nvlpv,nvlpv
1453,81,91,585660,option_2,넓나,5,lC,high,Sonorant,nvlp,na,nvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,nvlpna,nvlpna
1454,26,38,585660,option_2,넓다,5,lC,high,Obstruent,nvlp,ta,nvlpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,nvlpda,nvlda
1455,2,103,585660,option_1,눅다,2,C,nonce,Obstruent,nuk,ta,nukta,0.0,,,,,k-t,C+Obstruent,nukta,nukda
1456,14,96,585660,option_2,눅나,2,C,nonce,Sonorant,nuk,na,nukna,,0.0,,,,k-n,C+Sonorant,nukna,nukna
1457,51,105,585660,option_1,눅어,2,C,nonce,Vowel,nuk,v,nukv,0.0,,,,,k-v,C+Vowel,nukv,nukv
1458,162,144,585660,option_1,늙어,5,lC,high,Vowel,nxlk,v,nxlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,nxlkv,nxlkv
1459,153,100,585660,option_2,늙나,5,lC,high,Sonorant,nxlk,na,nxlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,nxlkna,nxNna
1460,135,170,585660,option_1,늙다,5,lC,high,Obstruent,nxlk,ta,nxlkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,nxlkta,nxlda
1461,70,11,585660,option_2,덟나,1,lC,nonce,Sonorant,tvlp,na,tvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,tvlpna,tvlpna
1462,63,15,585660,option_2,덟다,1,lC,nonce,Obstruent,tvlp,ta,tvlpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,tvlpda,tvlda
1463,140,168,585660,option_1,덟어,1,lC,nonce,Vowel,tvlp,v,tvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,tvlpv,tvlpv
1464,8,54,585660,option_1,독아,2,C,nonce,Vowel,tok,a,toka,0.0,,,,,k-a,C+Vowel,toka,tokga
1465,109,94,585660,option_1,독다,2,C,nonce,Obstruent,tok,ta,tokta,0.0,,,,,k-t,C+Obstruent,tokta,tokda
1466,100,176,585660,option_1,독나,2,C,nonce,Sonorant,tok,na,tokna,,1.0,,,,k-n,C+Sonorant,toNna,toNna
1467,31,47,585660,option_2,둡나,2,C,nonce,Sonorant,tup,na,tupna,,0.0,,,,p-n,C+Sonorant,tupna,tupna
1468,154,154,585660,option_1,둡다,2,C,nonce,Obstruent,tup,ta,tupta,0.0,,,,,p-t,C+Obstruent,tupta,tupda
1469,44,104,585660,option_1,둡어,2,C,nonce,Vowel,tup,v,tupv,0.0,,,,,p-v,C+Vowel,tupv,tupv
1470,30,14,585660,option_1,듥어,1,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,txlkv,txlkv
1471,82,163,585660,option_2,듥나,1,lC,nonce,Sonorant,txlk,na,txlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,txlkna,txNna
1472,138,132,585660,option_1,듥다,1,lC,nonce,Obstruent,txlk,ta,txlkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,txlkta,txlkda
1473,165,60,585660,option_2,떫나,5,lC,low,Sonorant,dvlp,na,dvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,dvlpna,dvlpna
1474,178,87,585660,option_1,떫어,5,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,dvlpv,dvlpv
1475,73,79,585660,option_1,떫다,5,lC,low,Obstruent,dvlp,ta,dvlpta,0.0,,0.0,0.0,,lp-t,lC+Obstruent,dvlpta,dvlda
1476,99,110,585660,option_1,막아,5,C,high,Vowel,mak,a,maka,0.0,,,,,k-a,C+Vowel,maka,maka
1477,42,51,585660,option_1,막나,5,C,high,Sonorant,mak,na,makna,,1.0,,,,k-n,C+Sonorant,maNna,maNna
1478,60,113,585660,option_1,막다,5,C,high,Obstruent,mak,ta,makta,0.0,,,,,k-t,C+Obstruent,makta,makda
1479,78,68,585660,option_2,맑나,5,lC,high,Sonorant,malk,na,malkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,malkna,malnka
1480,39,141,585660,option_1,맑다,5,lC,high,Obstruent,malk,ta,malkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,malkta,malkda
1481,57,125,585660,option_1,맑아,5,lC,high,Vowel,malk,a,malka,0.0,,0.0,0.0,,lk-a,lC+Vowel,malka,malga
1482,9,42,585660,option_1,멁어,1,lC,nonce,Vowel,mvlk,v,mvlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,mvlkv,mvlkv
1483,121,10,585660,option_2,멁나,1,lC,nonce,Sonorant,mvlk,na,mvlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,mvlkna,mvkna
1484,122,136,585660,option_1,멁다,1,lC,nonce,Obstruent,mvlk,ta,mvlkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,mvlkta,mvlkda
1485,180,165,585660,option_1,묵다,5,C,low,Obstruent,muk,ta,mukta,0.0,,,,,k-t,C+Obstruent,mukta,mukda
1486,55,115,585660,option_1,묵어,5,C,low,Vowel,muk,v,mukv,0.0,,,,,k-v,C+Vowel,mukv,mukv
1487,52,129,585660,option_1,묵나,5,C,low,Sonorant,muk,na,mukna,,1.0,,,,k-n,C+Sonorant,muNna,mukna
1488,84,164,585660,option_1,묽다,5,lC,low,Obstruent,mulk,ta,mulkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,mulkta,mulkda
1489,88,33,585660,option_1,묽어,5,lC,low,Vowel,mulk,v,mulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,mulkv,mulkv
1490,25,29,585660,option_2,묽나,5,lC,low,Sonorant,mulk,na,mulkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,mulkna,mukna
1491,137,98,585660,option_1,박다,5,C,high,Obstruent,pak,ta,pakta,0.0,,,,,k-t,C+Obstruent,pakta,pakda
1492,132,78,585660,option_1,박나,5,C,high,Sonorant,pak,na,pakna,,1.0,,,,k-n,C+Sonorant,paNna,panka
1493,74,116,585660,option_1,박아,5,C,high,Vowel,pak,a,paka,0.0,,,,,k-a,C+Vowel,paka,paka
1494,139,119,585660,option_1,밝다,5,lC,high,Obstruent,palk,ta,palkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,palkta,palda
1495,38,114,585660,option_2,밝나,5,lC,high,Sonorant,palk,na,palkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,palkna,palkna
1496,5,147,585660,option_1,밝아,5,lC,high,Vowel,palk,a,palka,0.0,,0.0,0.0,,lk-a,lC+Vowel,palka,palka
1497,174,80,585660,option_2,밟나,5,lC,high,Sonorant,palp,na,palpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,palpna,palpna
1498,166,61,585660,option_1,밟다,5,lC,high,Obstruent,palp,ta,palpta,0.0,,0.0,0.0,,lp-t,lC+Obstruent,palpta,palda
1499,150,53,585660,option_1,밟아,5,lC,high,Vowel,palp,a,palpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,palpa,palpa
1500,130,127,585660,option_1,뱉어,5,C,low,Vowel,peT,v,peTv,0.0,,,,,T-v,C+Vowel,peTv,petdv
1501,126,58,585660,option_1,뱉다,5,C,low,Obstruent,peT,ta,peTta,0.0,,,,,T-t,C+Obstruent,petta,petda
1502,143,50,585660,option_2,뱉나,5,C,low,Sonorant,peT,na,peTna,,0.0,,,,T-n,C+Sonorant,peTna,petna
1503,125,37,585660,option_1,법어,2,C,nonce,Vowel,kvp,v,kvpv,0.0,,,,,p-v,C+Vowel,pvpv,kvpv
1504,3,56,585660,option_1,법나,2,C,nonce,Sonorant,kvp,na,kvpna,,1.0,,,,p-n,C+Sonorant,pvmna,kvpna
1505,19,49,585660,option_1,법다,2,C,nonce,Obstruent,kvp,ta,kvpta,0.0,,,,,p-t,C+Obstruent,pvpta,kvpda
1506,106,6,585660,option_2,붉나,5,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,pulkna,pulkna
1507,134,57,585660,option_1,붉다,5,lC,high,Obstruent,pulk,ta,pulkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,pulkta,pulda
1508,12,95,585660,option_1,붉어,5,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,pulkv,pulkv
1509,49,66,585660,option_1,붍다,3,lC,nonce,Obstruent,pulT,ta,pulTta,0.0,,0.0,0.0,,lT-t,lC+Obstruent,pulTta,pulda
1510,48,139,585660,option_1,붍어,3,lC,nonce,Vowel,pulT,v,pulTv,0.0,,0.0,0.0,,lT-v,lC+Vowel,pulTv,pulkv
1511,72,22,585660,option_2,붍나,3,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,0.0,0.0,0.0,lT-n,lC+Sonorant,pulTna,pulkna
1512,68,151,585660,option_1,뽑아,5,C,high,Vowel,p*op,a,p*opa,0.0,,,,,p-a,C+Vowel,bopa,popapa
1513,41,1,585660,option_2,뽑나,5,C,high,Sonorant,p*op,na,p*opna,,0.0,,,,p-n,C+Sonorant,bopna,popna
1514,146,46,585660,option_1,뽑다,5,C,high,Obstruent,p*op,ta,p*opta,0.0,,,,,p-t,C+Obstruent,bopta,popda
1515,16,73,585660,option_1,속다,5,C,low,Obstruent,sok,ta,sokta,0.0,,,,,k-t,C+Obstruent,sokta,sokda
1516,128,75,585660,option_1,속아,5,C,low,Vowel,sok,a,soka,0.0,,,,,k-a,C+Vowel,soka,sokga
1517,45,149,585660,option_2,속나,5,C,low,Sonorant,sok,na,sokna,,0.0,,,,k-n,C+Sonorant,sokna,*soNa
1518,136,34,585660,option_2,숡나,1,lC,nonce,Sonorant,sulk,na,sulkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,sulkna,*sumna
1519,179,155,585660,option_1,숡다,1,lC,nonce,Obstruent,sulk,ta,sulkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,sulkta,sulkda
1520,129,4,585660,option_1,숡어,1,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,sulkv,sulkv
1521,34,178,585660,option_2,식다,5,C,low,Obstruent,sik,ta,sikta,1.0,,,,,k-t,C+Obstruent,sikda,sikda
1522,92,133,585660,option_1,식나,5,C,low,Sonorant,sik,na,sikna,,1.0,,,,k-n,C+Sonorant,siNna,sikna
1523,37,106,585660,option_1,식어,5,C,low,Vowel,sik,v,sikv,0.0,,,,,k-v,C+Vowel,sikv,sikv
1524,10,118,585660,option_1,썩나,5,C,high,Sonorant,s*vk,na,s*vkna,,1.0,,,,k-n,C+Sonorant,SvNna,*svkga
1525,144,128,585660,option_1,썩다,5,C,high,Obstruent,s*vk,ta,s*vkta,0.0,,,,,k-t,C+Obstruent,Svkta,svkda
1526,156,74,585660,option_1,썩어,5,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,k-v,C+Vowel,Svkv,svkgv
1527,58,17,585660,option_1,씹다,5,C,high,Obstruent,s*ip,ta,s*ipta,0.0,,,,,p-t,C+Obstruent,Sipta,sipda
1528,23,35,585660,option_1,씹어,5,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,p-v,C+Vowel,Sipv,sipv
1529,145,71,585660,option_1,씹나,5,C,high,Sonorant,s*ip,na,s*ipna,,1.0,,,,p-n,C+Sonorant,Simna,*sipna
1530,64,69,585660,option_2,앍다,1,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,alkda,alda
1531,167,146,585660,option_2,앍나,1,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,alkna,alna
1532,76,13,585660,option_1,앍아,1,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lk-a,lC+Vowel,alka,alga
1533,43,64,585660,option_2,얇나,5,lC,low,Sonorant,yalp,na,yalpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,yalpna,yalpna
1534,90,117,585660,option_1,얇아,5,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,yalpa,yalpa
1535,22,32,585660,option_2,얇다,5,lC,low,Obstruent,yalp,ta,yalpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,yalpda,yalda
1536,87,166,585660,option_1,얕아,5,C,low,Vowel,yaT,a,yaTa,0.0,,,,,T-a,C+Vowel,yaTa,yatda
1537,20,40,585660,option_2,얕다,5,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,T-t,C+Obstruent,yatda,yatda
1538,80,143,585660,option_1,얕나,5,C,low,Sonorant,yaT,na,yaTna,,1.0,,,,T-n,C+Sonorant,yanna,yaNna
1539,149,36,585660,option_1,얽어,2,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,vlkv,vlkv
1540,118,86,585660,option_1,얽다,2,lC,low,Obstruent,vlk,ta,vlkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,vlkta,vlda
1541,112,112,585660,option_2,얽나,2,lC,low,Sonorant,vlk,na,vlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,vlkna,vlkna
1542,35,89,585660,option_2,업다,5,C,low,Obstruent,vp,ta,vpta,1.0,,,,,p-t,C+Obstruent,vpda,vpda
1543,158,172,585660,option_1,업어,5,C,low,Vowel,vp,v,vpv,0.0,,,,,p-v,C+Vowel,vpv,vpv
1544,148,26,585660,option_2,업나,5,C,low,Sonorant,vp,na,vpna,,0.0,,,,p-n,C+Sonorant,vpna,vpan
1545,36,131,585660,option_1,엎어,5,C,low,Vowel,vP,v,vPv,0.0,,,,,P-v,C+Vowel,vPv,vpv
1546,111,31,585660,option_1,엎다,5,C,low,Obstruent,vP,ta,vPta,0.0,,,,,P-t,C+Obstruent,vpta,vpda
1547,151,65,585660,option_2,엎나,5,C,low,Sonorant,vP,na,vPna,,0.0,,,,P-n,C+Sonorant,vpna,vpna
1548,105,82,585660,option_2,엷나,4,lC,low,Sonorant,yvlp,na,yvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,jvlpna,yvlpna
1549,102,161,585660,option_1,엷다,4,lC,low,Obstruent,yvlp,ta,yvlpta,0.0,,0.0,0.0,,lp-t,lC+Obstruent,jvlpta,yvlda
1550,119,158,585660,option_1,엷어,4,lC,low,Vowel,yvlp,v,yvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,jvlpv,yvlpv
1551,1,90,585660,option_2,옅다,5,C,low,Obstruent,yvT,ta,yvTta,1.0,,,,,T-t,C+Obstruent,jvtda,yvtda
1552,176,92,585660,option_1,옅어,5,C,low,Vowel,yvT,v,yvTv,0.0,,,,,T-v,C+Vowel,jvTv,yvtdv
1553,172,83,585660,option_1,옅나,5,C,low,Sonorant,yvT,na,yvTna,,1.0,,,,T-n,C+Sonorant,jvnna,yvtda
1554,98,12,585660,option_1,웁나,2,C,nonce,Sonorant,up,na,upna,,1.0,,,,p-n,C+Sonorant,umna,upna
1555,155,124,585660,option_1,웁다,2,C,nonce,Obstruent,up,ta,upta,0.0,,,,,p-t,C+Obstruent,upta,upda
1556,54,108,585660,option_1,웁어,2,C,nonce,Vowel,up,v,upv,0.0,,,,,p-v,C+Vowel,upv,upv
1557,96,28,585660,option_1,읊어,4,lC,low,Vowel,xlP,v,xlPv,0.0,,0.0,0.0,,lP-v,lC+Vowel,xlPv,xlpv
1558,94,16,585660,option_2,읊다,4,lC,low,Obstruent,xlP,ta,xlPta,1.0,,0.0,0.0,,lP-t,lC+Obstruent,xlPda,xlda
1559,32,7,585660,option_6,읊나,4,lC,low,Sonorant,xlP,na,xlPna,,1.0,0.0,0.0,0.0,lP-n,lC+Sonorant,xlmna,xNna
1560,15,45,585660,option_1,익어,5,C,low,Vowel,ik,v,ikv,0.0,,,,,k-v,C+Vowel,ikv,ikv
1561,27,137,585660,option_1,익다,5,C,low,Obstruent,ik,ta,ikta,0.0,,,,,k-t,C+Obstruent,ikta,ikda
1562,161,43,585660,option_1,익나,5,C,low,Sonorant,ik,na,ikna,,1.0,,,,k-n,C+Sonorant,iNna,ikna
1563,66,121,585660,option_1,읽나,5,lC,high,Sonorant,ilk,na,ilkna,,1.0,1.0,0.0,0.0,lk-n,lC+Sonorant,iNna,ilna
1564,17,3,585660,option_1,읽다,5,lC,high,Obstruent,ilk,ta,ilkta,0.0,,0.0,0.0,,lk-t,lC+Obstruent,ilkta,ilda
1565,29,48,585660,option_1,읽어,5,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,ilkv,ilkv
1566,169,109,585660,option_1,입다,5,C,high,Obstruent,ip,ta,ipta,0.0,,,,,p-t,C+Obstruent,ipta,ipda
1567,7,122,585660,option_1,입어,5,C,high,Vowel,ip,v,ipv,0.0,,,,,p-v,C+Vowel,ipv,ipv
1568,163,27,585660,option_2,입나,5,C,high,Sonorant,ip,na,ipna,,0.0,,,,p-n,C+Sonorant,ipna,ipna
1569,59,72,585660,option_1,작나,5,C,high,Sonorant,cak,na,cakna,,1.0,,,,k-n,C+Sonorant,caNna,cakna
1570,116,162,585660,option_1,작다,5,C,high,Obstruent,cak,ta,cakta,0.0,,,,,k-t,C+Obstruent,cakta,cakda
1571,177,111,585660,option_1,작아,5,C,high,Vowel,cak,a,caka,0.0,,,,,k-a,C+Vowel,caka,cakga
1572,79,177,585660,option_2,적나,5,C,high,Sonorant,cvk,na,cvkna,,0.0,,,,k-n,C+Sonorant,cvkna,cvkna
1573,101,5,585660,option_1,적다,5,C,high,Obstruent,cvk,ta,cvkta,0.0,,,,,k-t,C+Obstruent,cvkta,cvkda
1574,168,145,585660,option_1,적어,5,C,high,Vowel,cvk,v,cvkv,0.0,,,,,k-v,C+Vowel,cvkv,cvkv
1575,13,107,585660,option_2,접다,5,C,high,Obstruent,cvp,ta,cvpta,1.0,,,,,p-t,C+Obstruent,cvpda,cvpda
1576,115,150,585660,option_1,접어,5,C,high,Vowel,cvp,v,cvpv,0.0,,,,,p-v,C+Vowel,cvpv,cvpv
1577,175,160,585660,option_2,접나,5,C,high,Sonorant,cvp,na,cvpna,,0.0,,,,p-n,C+Sonorant,cvpna,cvpna
1578,159,175,585660,option_1,직어,3,C,nonce,Vowel,cik,v,cikv,0.0,,,,,k-v,C+Vowel,cikv,cikv
1579,11,126,585660,option_2,직다,3,C,nonce,Obstruent,cik,ta,cikta,1.0,,,,,k-t,C+Obstruent,cikda,cikda
1580,28,130,585660,option_1,직나,3,C,nonce,Sonorant,cik,na,cikna,,1.0,,,,k-n,C+Sonorant,ciNna,cikna
1581,95,171,585660,option_2,짉나,1,lC,nonce,Sonorant,cilk,na,cilkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,cilkna,cilkna
1582,173,156,585660,option_1,짉어,1,lC,nonce,Vowel,cilk,v,cilkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,cilkv,cilkv
1583,141,120,585660,option_2,짉다,1,lC,nonce,Obstruent,cilk,ta,cilkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,cilkda,cilda
1584,62,39,585660,option_2,집나,5,C,high,Sonorant,cip,na,cipna,,0.0,,,,p-n,C+Sonorant,cipna,cipna
1585,86,19,585660,option_1,집다,5,C,high,Obstruent,cip,ta,cipta,0.0,,,,,p-t,C+Obstruent,cipta,cipda
1586,120,25,585660,option_1,집어,5,C,high,Vowel,cip,v,cipv,0.0,,,,,p-v,C+Vowel,cipv,cipv
1587,127,88,585660,option_2,짧나,5,lC,high,Sonorant,Jalp,na,Jalpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,Jalpna,Jalpna
1588,110,179,585660,option_1,짧아,5,lC,high,Vowel,Jalp,a,Jalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,Jalpa,Jalpa
1589,33,123,585660,option_2,짧다,5,lC,high,Obstruent,Jalp,ta,Jalpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,Jalpda,Jalda
1590,24,101,585660,option_1,찍나,5,C,low,Sonorant,Jik,na,Jikna,,1.0,,,,k-n,C+Sonorant,JiNna,Jikna
1591,53,44,585660,option_1,찍어,5,C,low,Vowel,Jik,v,Jikv,0.0,,,,,k-v,C+Vowel,Jikv,Jikv
1592,114,18,585660,option_1,찍다,5,C,low,Obstruent,Jik,ta,Jikta,0.0,,,,,k-t,C+Obstruent,Jikta,Jikda
1593,124,9,585660,option_1,착아,1,C,nonce,Vowel,Cak,a,Caka,0.0,,,,,k-a,C+Vowel,Caka,Caka
1594,40,62,585660,option_1,착다,1,C,nonce,Obstruent,Cak,ta,Cakta,0.0,,,,,k-t,C+Obstruent,Cakta,Cakda
1595,142,55,585660,option_1,착나,1,C,nonce,Sonorant,Cak,na,Cakna,,1.0,,,,k-n,C+Sonorant,CaNna,Cakna
1596,50,173,585660,option_2,톱다,2,C,nonce,Obstruent,Top,ta,Topta,1.0,,,,,p-t,C+Obstruent,Topda,topda
